APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone
4003017021,06/07/2017,Single Family,"6219 S ALVISO AVE
LOS ANGELES, CA 90043
(33.98293, -118.343976)",LOS ANGELES,CA,90043,8,Selene Finance LP,Grace Wesson,951-428-2250,Reinoso Properties,Ana Reinoso,1146  N Central Ave 435 Glendale CA 91202,818-216-2965
2181026018,01/01/2017,Single Family,"4925 N NEWCASTLE AVE
LOS ANGELES, CA 91316
(34.159204, -118.525079)",LOS ANGELES,CA,91316,5,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097
2159011005,07/03/2017,Single Family,"17922 W BULLOCK ST
LOS ANGELES, CA 91316
(34.179711, -118.523873)",LOS ANGELES,CA,91316,5,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2580018186,06/02/2017,Single Family,"13151 N MIRA MAR DR
LOS ANGELES, CA 91342
(34.311346, -118.405557)",LOS ANGELES,CA,91342,7,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
6065005031,11/10/2017,Single Family,"10501 S PARMELEE AVE
LOS ANGELES, CA 90002
(33.940843, -118.250459)",LOS ANGELES,CA,90002,15,Superior Loan Servicing,Barry Harari,818-483-0027,NULL,NULL,,NULL
2275011015,06/14/2017,Single Family,"3929 N DEERVALE DR
LOS ANGELES, CA 91403
(34.142688, -118.451302)",LOS ANGELES,CA,91403,4,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2201021006,01/26/2017,Single Family,"17317 W STAGG ST
LOS ANGELES, CA 91325
(34.212041, -118.510567)",LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
6065005033,10/23/2017,Single Family,"10511 S PARMELEE AVE
LOS ANGELES, CA 90002
(33.940557, -118.250463)",LOS ANGELES,CA,90002,15,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2107023033,11/30/2017,Single Family,"20112 W ARMINTA ST
LOS ANGELES, CA 91306
(34.213168, -118.57155)",LOS ANGELES,CA,91306,3,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2690015017,01/17/2017,Single Family,"17211 W RAYMER ST
LOS ANGELES, CA 91325
(34.223915, -118.506939)",LOS ANGELES,CA,91325,12,DITECH FINANCIAL LLC,TEMPE PROPERTIES,480-333-6059,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453
4007001009,10/03/2017,Single Family,"6034 S ARLINGTON AVE
LOS ANGELES, CA 90043
(33.984483, -118.318659)",LOS ANGELES,CA,90043,8,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
6039012030,12/04/2017,Single Family,"522 W 92ND ST
LOS ANGELES, CA 90044
(33.952819, -118.283472)",LOS ANGELES,CA,90044,8,"Financial Freedom, a division of CIT bank.",Dan Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889
2242009015,01/12/2017,Single Family,"6340 N PEACH AVE
VAN NUYS, CA 91411
(34.185925, -118.467476)",VAN NUYS,CA,91411,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471
2656005189,11/30/2017,Single Family,"9714 N SEPULVEDA BLVD
LOS ANGELES, CA 91343
",LOS ANGELES,CA,91343,7,RUSHMORE LOAN MGMT SERVICES,ENRIQUE OROZCO,949-341-5601,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
4007007024,12/18/2017,Single Family,"6027 S 6TH AVE
LOS ANGELES, CA 90043
(33.98467, -118.323522)",LOS ANGELES,CA,90043,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5069029004,12/13/2017,Single Family,"1440 S CARMONA AVE
LOS ANGELES, CA 90019
(34.0484, -118.358168)",LOS ANGELES,CA,90019,10,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2130022003,12/29/2017,Single Family,"7112 N SHIRLEY AVE
LOS ANGELES, CA 91335
(34.199672, -118.557878)",LOS ANGELES,CA,91335,3,"Cenlar FSB,",Tina Santos,866-563-1100,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2221015004,01/02/2017,Single Family,"15045 W WYANDOTTE ST
VAN NUYS, CA 91405
(34.203008, -118.46118)",VAN NUYS,CA,91405,6,Deutsche Bank National Trust C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2344016008,01/30/2017,Single Family,"5214 N WOODMAN AVE
LOS ANGELES, CA 91401
(34.165393, -118.431245)",LOS ANGELES,CA,91401,4,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5580009013,10/30/2017,Single Family,"2408 N DETOUR DR
LOS ANGELES, CA 90068
(34.113499, -118.319965)",LOS ANGELES,CA,90068,4,Reverse Mortgage Solutions,Josefina Martinez,832-616-5907,KMC Landscaping Services Inc.,Matt Cohick,42263  W 50 ST 127 Lancaster CA 93536,661-733-2822
2769011005,01/05/2017,Single Family,"18132 W SUNBURST ST
LOS ANGELES, CA 91325
(34.234541, -118.52877)",LOS ANGELES,CA,91325,12,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,Coldwell Banker,Philip Boroda,15490   VENTURA BLVD 100 SHERMAN OAKS CA 91403,310-968-3844
4118017130,11/14/2017,Single Family,"8120 W MANITOBA ST
LOS ANGELES, CA 90293
(33.955976, -118.43613)",LOS ANGELES,CA,90293,11,DITECH FINANCIAL LLC,TEMPE PROPERTIES,480-333-6059,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5423027016,11/30/2017,Single Family,"1741 E BENTON WAY
LOS ANGELES, CA 90026
(34.088936, -118.26513)",LOS ANGELES,CA,90026,13,RUSHMORE LOAN MGMT SERVICES,ENRIQUE OROZCO,949-341-5601,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
2570020022,07/03/2017,Single Family,"6482 W GREELEY ST
LOS ANGELES, CA 91042
(34.246988, -118.27324)",LOS ANGELES,CA,91042,7,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
5512012010,06/15/2017,Single Family,"147 S MARTEL AVE
LOS ANGELES, CA 90036
(34.072166, -118.351083)",LOS ANGELES,CA,90036,5,Bank of America,VPR Department,800-669-2443,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
5208009007,11/21/2017,Multi-Family,"2417 N GATES ST
LOS ANGELES, CA 90031
(34.074584, -118.206522)",LOS ANGELES,CA,90031,1,Federal National Mortgage FNMA,Sebastian Stofenmacher,818-464-5113,"Edgestone Real Estate, Inc.",Sebastian stofenmacher,4344   fountain AVE G Los Angeles CA 90029,818-464-5113
6055015041,10/09/2017,Single Family,"1514 W 99TH ST
LOS ANGELES, CA 90047
(33.945935, -118.303093)",LOS ANGELES,CA,90047,8,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2222019052,01/05/2017,Single Family,"15443 W VALERIO ST
VAN NUYS, CA 91406
(34.204817, -118.46988)",VAN NUYS,CA,91406,6,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
4321006057,07/05/2017,Single Family,"2063 S PROSSER AVE
LOS ANGELES, CA 90025
(34.049977, -118.426215)",LOS ANGELES,CA,90025,5,"BUY-PHONE, Inc.",William Lappen,818-808-7135,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
6035021022,01/26/2017,Single Family,"2129 W 84TH PL
LOS ANGELES, CA 90047
(33.961802, -118.316579)",LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2607004019,01/31/2017,Single Family,"17148 W BARNESTON ST
LOS ANGELES, CA 91344
(34.285181, -118.50662)",LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2109023017,07/03/2017,Single Family,"20940 W LULL ST
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2662010018,01/05/2017,Single Family,"11239 N BLUCHER AVE
LOS ANGELES, CA 91344
(34.274823, -118.472143)",LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
5453026015,01/18/2017,Multi-Family,"3444 THORPE AVE
LOS ANGELES, CA 90065
(34.09406, -118.22162)",LOS ANGELES,CA,90065,1,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
5683022004,10/31/2017,Vacant Residential,"2456 W YOSEMITE DR
LOS ANGELES, CA 90041
(34.136897, -118.221778)",LOS ANGELES,CA,90041,14,Lynn Thai,Lynn Thai,714-603-5068,"CNA FORECLOSURE SERVICE, INC.",KIMBERLY K,2020   CAMINO DEL RIO  N  230 SAN DIEGO CA 92108,619-297-6740
5109008054,01/02/2017,Multi-Family,"237 E 51ST ST
BAD APN, CA 99999
(33.996528, -118.270423)",BAD APN,CA,99999,9,"Citibank, N.A. C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,3540   Wilshire  1109 Los Angeles CA 90010,877-340-0060
2604031006,11/10/2017,Single Family,"12349 N TELFAIR AVE
LOS ANGELES, CA 91342
(34.294784, -118.460402)",LOS ANGELES,CA,91342,7,M&T Bank,Grace Wesson,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306
6039018067,04/12/2017,Single Family,"827 W 94TH ST
LOS ANGELES, CA 90044
(33.95099, -118.290296)",LOS ANGELES,CA,90044,8,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
5054035012,06/15/2017,Multi-Family,"1437 1/4 W 30TH ST
LOS ANGELES, CA 90007
(34.027153, -118.295677)",LOS ANGELES,CA,90007,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2727020010,06/15/2017,Single Family,"9419 N FARRALONE AVE
LOS ANGELES, CA 91311
(34.241399, -118.610381)",LOS ANGELES,CA,91311,12,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
4324021072,01/23/2017,Single Family,"1506 S BENTLEY AVE
LOS ANGELES, CA 90025
(34.05057, -118.445558)",LOS ANGELES,CA,90025,5,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5558006007,12/13/2017,Single Family,"8813 W EVANVIEW DR
LOS ANGELES, CA 90069
(34.100184, -118.380903)",LOS ANGELES,CA,90069,4,"Trustee Corps, PennyMac Loac Services, LLC",PennyMac Loan Services LLC,256-902-4034,Safeguard Properties - Pennymac,David Mazanek,7887   Safeguard Cir  Valley View OH 44125,800-852-8306
5303006018,06/12/2017,Single Family,"4331 N BERENICE AVE
LOS ANGELES, CA 90031
(34.092298, -118.202618)",LOS ANGELES,CA,90031,1,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
5022024018,06/15/2017,Single Family,"4120 S 2ND AVE
LOS ANGELES, CA 90008
(34.009975, -118.319281)",LOS ANGELES,CA,90008,10,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2357017018,11/16/2017,Single Family,"12800 W LA MAIDA ST
LOS ANGELES, CA 91607
(34.15853, -118.411658)",LOS ANGELES,CA,91607,4,Mr. Cooper,Paula Acosta,800-468-1743,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453
5708025008,07/24/2017,Non-Residential,"0
CA 0
",,CA,0,0,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2604023009,11/29/2017,Single Family,"15249 W LAKESIDE ST
LOS ANGELES, CA 91342
(34.298225, -118.464689)",LOS ANGELES,CA,91342,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
5018014004,01/23/2017,Single Family,"947 W 50TH ST
LOS ANGELES, CA 90037
(33.997856, -118.290815)",LOS ANGELES,CA,90037,9,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
4317001034,01/20/2017,Multi-Family,"1857 S BEVERLY GLEN BLVD 1-4
LOS ANGELES, CA 90025
(34.055718, -118.423248)",LOS ANGELES,CA,90025,5,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097
2237007040,06/05/2017,Single Family,"14105 W LEMAY ST
VAN NUYS, CA 91405
(34.191946, -118.440291)",VAN NUYS,CA,91405,2,SN Servicing Corporation,Angie Solorzano,800-603-0836,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918
4404014003,11/14/2017,Single Family,"120 S STONEHAVEN WAY
LOS ANGELES, CA 90049
(34.059283, -118.476225)",LOS ANGELES,CA,90049,11,Vicino Limited Partnership,Mary Streit,818-787-6761,Brad Cossingham,Brad  Cossingham,136   maple ave  claremont nh 3743,800-639-2151
2785011055,01/03/2017,Single Family,"8538 N WILBUR AVE
LOS ANGELES, CA 91324
(34.225864, -118.544834)",LOS ANGELES,CA,91324,12,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
7456002032,08/18/2017,Single Family,"1001 S CENTRE ST
SAN PEDRO, CA 90731
(33.734971, -118.28355)",SAN PEDRO,CA,90731,15,Shellpoint Mortgage Servicing,Grace Wesson,877-338-3791,"Cyprexx Services, LLC",Code Compliance,41951   Remington AVE 150 Temecula CA 92590,877-339-8202
2620023019,11/09/2017,Single Family,"10338 N CAYUGA AVE
LOS ANGELES, CA 91331
(34.258304, -118.42143)",LOS ANGELES,CA,91331,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
5533022009,11/15/2017,Multi-Family,"915 N WILCOX AVE
LOS ANGELES, CA 90038
(34.087687, -118.330976)",LOS ANGELES,CA,90038,13,"MUFG Union Bank, N.A.",Souvanny Sipangna,858-457-6404,Safeguard Properties,Heidi Brodersen,445   S. Figueroa Street   Los Angeles CA 90071,858-457-6332
2220015009,01/03/2017,Single Family,"15041 W BASSETT ST
VAN NUYS, CA 91405
(34.196179, -118.461142)",VAN NUYS,CA,91405,6,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
7346011026,07/03/2017,Single Family,"1633 W 221ST ST
LOS ANGELES, CA 90501
(33.826791, -118.307655)",LOS ANGELES,CA,90501,15,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2536024034,11/03/2017,Single Family,"12287 W OSBORNE ST
LOS ANGELES, CA 91331
(34.265946, -118.401572)",LOS ANGELES,CA,91331,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-380-8752
2014003012,01/03/2017,Single Family,"22838 W ROSCOE BLVD
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
4322012012,10/03/2017,Single Family,"2149 S VETERAN AVE
LOS ANGELES, CA 90025
(34.042501, -118.434613)",LOS ANGELES,CA,90025,5,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
4355005004,09/21/2017,Single Family,"1463 N CLARIDGE DR
LOS ANGELES, CA 90210
(34.097129, -118.420609)",LOS ANGELES,CA,90210,5,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
2555006021,12/13/2017,Single Family,"10726 N SHERMAN GROVE AVE
LOS ANGELES, CA 91040
(34.264179, -118.320104)",LOS ANGELES,CA,91040,7,Mr. Cooper,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
2153023021,01/30/2017,Single Family,"6200 N CORBIN AVE
LOS ANGELES, CA 91356
(34.182695, -118.562244)",LOS ANGELES,CA,91356,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2782026003,10/18/2017,Single Family,"19853 W PARTHENIA ST
LOS ANGELES, CA 91324
(34.228225, -118.566477)",LOS ANGELES,CA,91324,12,Nationstar Mortgage,Dawn Campos,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
5070009011,10/30/2017,Multi-Family,"1351 S MEADOWBROOK AVE
LOS ANGELES, CA 90019
(34.048928, -118.350077)",LOS ANGELES,CA,90019,10,Reverse Mortgage Solutions,Josefina Martinez,832-616-5907,KMC Landscaping Services Inc.,Matt Cohick,42263  W 50 ST 127 Lancaster CA 93536,661-733-2822
2502002087,06/14/2017,Single Family,"15037 ROXFORD ST
SYLMAR, CA 91342
(34.321892, -118.460223)",SYLMAR,CA,91342,7,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2175015038,01/03/2017,Single Family,"4931 N CORBIN AVE
LOS ANGELES, CA 91364
",LOS ANGELES,CA,91364,3,"Wilmington Trust, C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2544021007,01/12/2017,Single Family,"10241 W LA TUNA CANYON ROAD
LOS ANGELES, CA 91352
(34.234092, -118.354542)",LOS ANGELES,CA,91352,7,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Safeguard Properties,Edward Zubia,354   Wilshire BLVD 1109 Los Angeles CA 90010,213-383-2097
2582035013,12/01/2017,Single Family,"14049 N RABBIT ROAD
LOS ANGELES, CA 91342
(34.327646, -118.428657)",LOS ANGELES,CA,91342,7,US BANK National Association,Jessica Vanella,612-973-2749,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437
2603024024,07/26/2017,Single Family,"14176 N SADDLETREE CT
LOS ANGELES, CA 91342
(34.322537, -118.48493)",LOS ANGELES,CA,91342,7,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2637020003,01/17/2017,Single Family,"8359 N BUFFALO AVE
LOS ANGELES, CA 91402
(34.223262, -118.43211)",LOS ANGELES,CA,91402,6,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275
5217023001,03/14/2017,Single Family,"2770 N BUDAU AVE
LOS ANGELES, CA 90032
(34.077345, -118.174861)",LOS ANGELES,CA,90032,14,Wells Fargo Home Mortgage,Andrew Hohensee,800-920-6764,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2580013014,11/21/2017,Single Family,"13680 N SIMSHAW AVE
LOS ANGELES, CA 91342
(34.32045, -118.414377)",LOS ANGELES,CA,91342,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
2177040017,08/04/2017,Single Family,"19016 W DEVONPORT LANE
LOS ANGELES, CA 91356
(34.141789, -118.548174)",LOS ANGELES,CA,91356,3,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
2870005018,01/04/2017,Single Family,"12131 N BEAUFAIT AVE
LOS ANGELES, CA 91326
(34.293405, -118.538957)",LOS ANGELES,CA,91326,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5049003019,01/03/2017,Multi-Family,"2637 S WEST VIEW ST
LOS ANGELES, CA 90016
(34.031455, -118.349245)",LOS ANGELES,CA,90016,10,"Wells Fargo Bank, N.A C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5022027005,12/18/2017,Multi-Family,"4243 S 2ND AVE
LOS ANGELES, CA 90008
(34.006482, -118.319277)",LOS ANGELES,CA,90008,10,Shellpoint Mortgage Servicing,Grace Wesson,877-338-3791,"Cyprexx Services, LLC",Code Compliance,41951   Remington AVE 150 Temecula CA 92590,877-339-8202
2696015016,12/08/2017,Single Family,"17031 W HORACE ST
LOS ANGELES, CA 91344
(34.270039, -118.503494)",LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918
2505006001,01/31/2017,Single Family,"14707 W REX ST
LOS ANGELES, CA 91342
(34.30808, -118.453949)",LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6011004053,01/03/2017,Multi-Family,"125 E 69TH ST
LOS ANGELES, CA 90003
(33.976971, -118.272955)",LOS ANGELES,CA,90003,9,"U.S. Bank, N.A. C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2125020033,10/23/2017,Single Family,"18139 W WELBY WAY
LOS ANGELES, CA 91335
(34.192949, -118.52875)",LOS ANGELES,CA,91335,3,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2603011033,01/30/2017,Single Family,"15837 W FOOTHILL BLVD
LOS ANGELES, CA 91342
(34.32118, -118.477311)",LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2530036028,04/11/2017,Single Family,"11570 N BONHAM AVE
LOS ANGELES, CA 91342
(34.280505, -118.377693)",LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
4387022024,11/06/2017,Non-Residential,"0
CA 0
",,CA,0,5,"Mortgage Note Capital Investors, LLC",Erick Feitshans,818-584-6105,NULL,NULL,,NULL
5516021007,01/05/2017,Single Family,"105 N ST ANDREWS PL
LOS ANGELES, CA 90004
(34.073398, -118.311366)",LOS ANGELES,CA,90004,4,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
5034007001,06/19/2017,Single Family,"3901 S 6TH AVE
LOS ANGELES, CA 90008
(34.014444, -118.324134)",LOS ANGELES,CA,90008,10,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5107002007,10/23/2017,Single Family,"1214 E VERNON AVE
LOS ANGELES, CA 90011
(34.003896, -118.253805)",LOS ANGELES,CA,90011,9,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
